date,visiting_team,visiting_league,home_team,home_league,time
20180806,HOU,AL,SFN,NL,n
20180807,HOU,AL,SFN,NL,d
20180807,ATL,NL,WAS,NL,n
20180807,BOS,AL,TOR,AL,n
20180807,BAL,AL,TBA,AL,n
20180807,CIN,NL,NYN,NL,n
20180807,MIN,AL,CLE,AL,n
20180807,SLN,NL,MIA,NL,n
20180807,SEA,AL,TEX,AL,n
20180807,NYA,AL,CHA,AL,n
20180807,SDN,NL,MIL,NL,n
20180807,CHN,NL,KCA,AL,n
20180807,PIT,NL,COL,NL,n
20180807,PHI,NL,ARI,NL,n
20180807,LAN,NL,OAK,AL,n
20180807,DET,AL,ANA,AL,n
20180808,CIN,NL,NYN,NL,d
20180808,SEA,AL,TEX,AL,d
20180808,PIT,NL,COL,NL,d
20180808,PHI,NL,ARI,NL,d
20180808,DET,AL,ANA,AL,d
20180808,ATL,NL,WAS,NL,n
20180808,BOS,AL,TOR,AL,n
20180808,BAL,AL,TBA,AL,n
20180808,MIN,AL,CLE,AL,n
20180808,SLN,NL,MIA,NL,n
20180808,NYA,AL,CHA,AL,n
20180808,SDN,NL,MIL,NL,n
20180808,CHN,NL,KCA,AL,n
20180808,LAN,NL,OAK,AL,n
20180809,ATL,NL,WAS,NL,d
20180809,MIN,AL,CLE,AL,d
20180809,SDN,NL,MIL,NL,d
20180809,TEX,AL,NYA,AL,n
20180809,BOS,AL,TOR,AL,n
20180809,BAL,AL,TBA,AL,n
20180809,SEA,AL,HOU,AL,n
20180809,LAN,NL,COL,NL,n
20180809,PIT,NL,SFN,NL,n
20180810,WAS,NL,CHN,NL,d
20180810,BOS,AL,BAL,AL,n
20180810,TEX,AL,NYA,AL,n
20180810,TBA,AL,TOR,AL,n
20180810,ARI,NL,CIN,NL,n
20180810,MIN,AL,DET,AL,n
20180810,NYN,NL,MIA,NL,n
20180810,MIL,NL,ATL,NL,n
20180810,CLE,AL,CHA,AL,n
20180810,SEA,AL,HOU,AL,n
20180810,SLN,NL,KCA,AL,n
20180810,LAN,NL,COL,NL,n
20180810,OAK,AL,ANA,AL,n
20180810,PHI,NL,SDN,NL,n
20180810,PIT,NL,SFN,NL,n
20180811,TEX,AL,NYA,AL,d
20180811,WAS,NL,CHN,NL,d
20180811,TBA,AL,TOR,AL,d
20180811,MIN,AL,DET,AL,n
20180811,ARI,NL,CIN,NL,n
20180811,BOS,AL,BAL,AL,n
20180811,CLE,AL,CHA,AL,n
20180811,MIL,NL,ATL,NL,n
20180811,NYN,NL,MIA,NL,n
20180811,SEA,AL,HOU,AL,n
20180811,SLN,NL,KCA,AL,n
20180811,LAN,NL,COL,NL,n
20180811,PHI,NL,SDN,NL,n
20180811,PIT,NL,SFN,NL,n
20180811,OAK,AL,ANA,AL,n
20180812,WAS,NL,CHN,NL,d
20180812,BOS,AL,BAL,AL,d
20180812,TEX,AL,NYA,AL,d
20180812,TBA,AL,TOR,AL,d
20180812,ARI,NL,CIN,NL,d
20180812,MIN,AL,DET,AL,d
20180812,NYN,NL,MIA,NL,d
20180812,MIL,NL,ATL,NL,d
20180812,CLE,AL,CHA,AL,d
20180812,SEA,AL,HOU,AL,d
20180812,SLN,NL,KCA,AL,d
20180812,LAN,NL,COL,NL,d
20180812,PHI,NL,SDN,NL,d
20180812,PIT,NL,SFN,NL,d
20180812,OAK,AL,ANA,AL,d
20180813,CHA,AL,DET,AL,n
20180813,CLE,AL,CIN,NL,n
20180813,MIA,NL,ATL,NL,n
20180813,ARI,NL,TEX,AL,n
20180813,WAS,NL,SLN,NL,n
20180813,TOR,AL,KCA,AL,n
20180813,SEA,AL,OAK,AL,n
20180813,ANA,AL,SDN,NL,n
20180813,SFN,NL,LAN,NL,n
20180814,MIL,NL,CHN,NL,d
20180814,BOS,AL,PHI,NL,n
20180814,NYN,NL,BAL,AL,n
20180814,TBA,AL,NYA,AL,n
20180814,CHA,AL,DET,AL,n
20180814,CLE,AL,CIN,NL,n
20180814,MIA,NL,ATL,NL,n
20180814,ARI,NL,TEX,AL,n
20180814,COL,NL,HOU,AL,n
20180814,PIT,NL,MIN,AL,n
20180814,TOR,AL,KCA,AL,n
20180814,WAS,NL,SLN,NL,n
20180814,SEA,AL,OAK,AL,n
20180814,ANA,AL,SDN,NL,n
20180814,SFN,NL,LAN,NL,n
20180815,CHA,AL,DET,AL,d
20180815,PIT,NL,MIN,AL,d
20180815,MIL,NL,CHN,NL,d
20180815,SEA,AL,OAK,AL,d
20180815,BOS,AL,PHI,NL,n
20180815,NYN,NL,BAL,AL,n
20180815,TBA,AL,NYA,AL,n
20180815,CLE,AL,CIN,NL,n
20180815,MIA,NL,ATL,NL,n
20180815,COL,NL,HOU,AL,n
20180815,TOR,AL,KCA,AL,n
20180815,WAS,NL,SLN,NL,n
20180815,ANA,AL,SDN,NL,n
20180815,SFN,NL,LAN,NL,n
20180816,TBA,AL,NYA,AL,d
20180816,CHN,NL,PIT,NL,n
20180816,NYN,NL,PHI,NL,n
20180816,WAS,NL,SLN,NL,n
20180816,COL,NL,ATL,NL,n
20180816,ANA,AL,TEX,AL,n
20180816,DET,AL,MIN,AL,n
20180816,TOR,AL,KCA,AL,n
20180816,ARI,NL,SDN,NL,n
20180817,NYN,NL,PHI,NL,n
20180817,CHN,NL,PIT,NL,n
20180817,MIA,NL,WAS,NL,n
20180817,TOR,AL,NYA,AL,n
20180817,BAL,AL,CLE,AL,n
20180817,SFN,NL,CIN,NL,n
20180817,TBA,AL,BOS,AL,n
20180817,COL,NL,ATL,NL,n
20180817,ANA,AL,TEX,AL,n
20180817,DET,AL,MIN,AL,n
20180817,KCA,AL,CHA,AL,n
20180817,MIL,NL,SLN,NL,n
20180817,HOU,AL,OAK,AL,n
20180817,ARI,NL,SDN,NL,n
20180817,LAN,NL,SEA,AL,n
20180818,TOR,AL,NYA,AL,d
20180818,BAL,AL,CLE,AL,d
20180818,HOU,AL,OAK,AL,d
20180818,NYN,NL,PHI,NL,d
20180818,CHN,NL,PIT,NL,n
20180818,MIA,NL,WAS,NL,n
20180818,COL,NL,ATL,NL,n
20180818,DET,AL,MIN,AL,n
20180818,KCA,AL,CHA,AL,n
20180818,SFN,NL,CIN,NL,n
20180818,TBA,AL,BOS,AL,n
20180818,MIL,NL,SLN,NL,n
20180818,ANA,AL,TEX,AL,n
20180818,ARI,NL,SDN,NL,n
20180818,LAN,NL,SEA,AL,n
20180819,TBA,AL,BOS,AL,d
20180819,TOR,AL,NYA,AL,d
20180819,BAL,AL,CLE,AL,d
20180819,SFN,NL,CIN,NL,d
20180819,CHN,NL,PIT,NL,d
20180819,COL,NL,ATL,NL,d
20180819,MIA,NL,WAS,NL,d
20180819,DET,AL,MIN,AL,d
20180819,KCA,AL,CHA,AL,d
20180819,MIL,NL,SLN,NL,d
20180819,ANA,AL,TEX,AL,d
20180819,HOU,AL,OAK,AL,d
20180819,ARI,NL,SDN,NL,d
20180819,LAN,NL,SEA,AL,d
20180819,NYN,NL,PHI,NL,n
20180820,ATL,NL,PIT,NL,n
20180820,BAL,AL,TOR,AL,n
20180820,CLE,AL,BOS,AL,n
20180820,KCA,AL,TBA,AL,n
20180820,SFN,NL,NYN,NL,n
20180820,CIN,NL,MIL,NL,n
20180820,TEX,AL,OAK,AL,n
20180820,HOU,AL,SEA,AL,n
20180820,SLN,NL,LAN,NL,n
20180821,ATL,NL,PIT,NL,n
20180821,PHI,NL,WAS,NL,n
20180821,BAL,AL,TOR,AL,n
20180821,CHN,NL,DET,AL,n
20180821,CLE,AL,BOS,AL,n
20180821,KCA,AL,TBA,AL,n
20180821,NYA,AL,MIA,NL,n
20180821,SFN,NL,NYN,NL,n
20180821,CIN,NL,MIL,NL,n
20180821,MIN,AL,CHA,AL,n
20180821,SDN,NL,COL,NL,n
20180821,ANA,AL,ARI,NL,n
20180821,TEX,AL,OAK,AL,n
20180821,HOU,AL,SEA,AL,n
20180821,SLN,NL,LAN,NL,n
20180822,BAL,AL,TOR,AL,d
20180822,CIN,NL,MIL,NL,d
20180822,MIN,AL,CHA,AL,d
20180822,TEX,AL,OAK,AL,d
20180822,HOU,AL,SEA,AL,d
20180822,ATL,NL,PIT,NL,n
20180822,PHI,NL,WAS,NL,n
20180822,CHN,NL,DET,AL,n
20180822,CLE,AL,BOS,AL,n
20180822,KCA,AL,TBA,AL,n
20180822,NYA,AL,MIA,NL,n
20180822,SFN,NL,NYN,NL,n
20180822,SDN,NL,COL,NL,n
20180822,ANA,AL,ARI,NL,n
20180822,SLN,NL,LAN,NL,n
20180823,CLE,AL,BOS,AL,d
20180823,PHI,NL,WAS,NL,d
20180823,CHA,AL,DET,AL,d
20180823,SFN,NL,NYN,NL,d
20180823,SDN,NL,COL,NL,d
20180823,ATL,NL,MIA,NL,n
20180823,KCA,AL,TBA,AL,n
20180823,CIN,NL,CHN,NL,n
20180823,OAK,AL,MIN,AL,n
20180824,CIN,NL,CHN,NL,d
20180824,NYA,AL,BAL,AL,n
20180824,PHI,NL,TOR,AL,n
20180824,ATL,NL,MIA,NL,n
20180824,BOS,AL,TBA,AL,n
20180824,CHA,AL,DET,AL,n
20180824,WAS,NL,NYN,NL,n
20180824,OAK,AL,MIN,AL,n
20180824,PIT,NL,MIL,NL,n
20180824,CLE,AL,KCA,AL,n
20180824,SLN,NL,COL,NL,n
20180824,SEA,AL,ARI,NL,n
20180824,HOU,AL,ANA,AL,n
20180824,SDN,NL,LAN,NL,n
20180824,TEX,AL,SFN,NL,n
20180825,CIN,NL,CHN,NL,d
20180825,TEX,AL,SFN,NL,d
20180825,WAS,NL,NYN,NL,d
20180825,PHI,NL,TOR,AL,d
20180825,BOS,AL,TBA,AL,n
20180825,CHA,AL,DET,AL,n
20180825,NYA,AL,BAL,AL,n
20180825,ATL,NL,MIA,NL,n
20180825,OAK,AL,MIN,AL,n
20180825,PIT,NL,MIL,NL,n
20180825,CLE,AL,KCA,AL,n
20180825,SEA,AL,ARI,NL,n
20180825,SLN,NL,COL,NL,n
20180825,HOU,AL,ANA,AL,n
20180825,SDN,NL,LAN,NL,n
20180826,HOU,AL,ANA,AL,d
20180826,NYA,AL,BAL,AL,d
20180826,PHI,NL,TOR,AL,d
20180826,ATL,NL,MIA,NL,d
20180826,BOS,AL,TBA,AL,d
20180826,CHA,AL,DET,AL,d
20180826,WAS,NL,NYN,NL,d
20180826,OAK,AL,MIN,AL,d
20180826,PIT,NL,MIL,NL,d
20180826,CLE,AL,KCA,AL,d
20180826,CIN,NL,CHN,NL,d
20180826,SLN,NL,COL,NL,d
20180826,TEX,AL,SFN,NL,d
20180826,SDN,NL,LAN,NL,d
20180826,SEA,AL,ARI,NL,d
20180827,CHA,AL,NYA,AL,n
20180827,TOR,AL,BAL,AL,n
20180827,WAS,NL,PHI,NL,n
20180827,NYN,NL,CHN,NL,n
20180827,OAK,AL,HOU,AL,n
20180827,COL,NL,ANA,AL,n
20180827,ARI,NL,SFN,NL,n
20180828,CHA,AL,NYA,AL,n
20180828,TOR,AL,BAL,AL,n
20180828,WAS,NL,PHI,NL,n
20180828,MIA,NL,BOS,AL,n
20180828,MIL,NL,CIN,NL,n
20180828,MIN,AL,CLE,AL,n
20180828,TBA,AL,ATL,NL,n
20180828,LAN,NL,TEX,AL,n
20180828,NYN,NL,CHN,NL,n
20180828,OAK,AL,HOU,AL,n
20180828,DET,AL,KCA,AL,n
20180828,PIT,NL,SLN,NL,n
20180828,COL,NL,ANA,AL,n
20180828,SEA,AL,SDN,NL,n
20180828,ARI,NL,SFN,NL,n
20180829,OAK,AL,HOU,AL,d
20180829,DET,AL,KCA,AL,d
20180829,NYN,NL,CHN,NL,d
20180829,SEA,AL,SDN,NL,d
20180829,MIA,NL,BOS,AL,n
20180829,CHA,AL,NYA,AL,n
20180829,TOR,AL,BAL,AL,n
20180829,WAS,NL,PHI,NL,n
20180829,MIL,NL,CIN,NL,n
20180829,MIN,AL,CLE,AL,n
20180829,TBA,AL,ATL,NL,n
20180829,LAN,NL,TEX,AL,n
20180829,PIT,NL,SLN,NL,n
20180829,ARI,NL,SFN,NL,n
20180830,MIL,NL,CIN,NL,d
20180830,MIN,AL,CLE,AL,d
20180830,DET,AL,NYA,AL,n
20180830,PIT,NL,SLN,NL,n
20180830,ANA,AL,HOU,AL,n
20180830,BOS,AL,CHA,AL,n
20180830,SEA,AL,OAK,AL,n
20180830,ARI,NL,LAN,NL,n
20180830,COL,NL,SDN,NL,n
20180831,CHN,NL,PHI,NL,n
20180831,DET,AL,NYA,AL,n
20180831,MIL,NL,WAS,NL,n
20180831,TBA,AL,CLE,AL,n
20180831,TOR,AL,MIA,NL,n
20180831,PIT,NL,ATL,NL,n
20180831,MIN,AL,TEX,AL,n
20180831,ANA,AL,HOU,AL,n
20180831,BOS,AL,CHA,AL,n
20180831,BAL,AL,KCA,AL,n
20180831,CIN,NL,SLN,NL,n
20180831,SEA,AL,OAK,AL,n
20180831,ARI,NL,LAN,NL,n
20180831,COL,NL,SDN,NL,n
20180831,NYN,NL,SFN,NL,n
20180901,DET,AL,NYA,AL,d
20180901,NYN,NL,SFN,NL,d
20180901,CHN,NL,PHI,NL,n
20180901,MIL,NL,WAS,NL,n
20180901,ANA,AL,HOU,AL,n
20180901,BOS,AL,CHA,AL,n
20180901,PIT,NL,ATL,NL,n
20180901,TBA,AL,CLE,AL,n
20180901,TOR,AL,MIA,NL,n
20180901,BAL,AL,KCA,AL,n
20180901,CIN,NL,SLN,NL,n
20180901,MIN,AL,TEX,AL,n
20180901,COL,NL,SDN,NL,n
20180901,SEA,AL,OAK,AL,n
20180901,ARI,NL,LAN,NL,n
20180902,DET,AL,NYA,AL,d
20180902,TOR,AL,MIA,NL,d
20180902,CHN,NL,PHI,NL,d
20180902,MIL,NL,WAS,NL,d
20180902,ANA,AL,HOU,AL,d
20180902,BOS,AL,CHA,AL,d
20180902,BAL,AL,KCA,AL,d
20180902,CIN,NL,SLN,NL,d
20180902,MIN,AL,TEX,AL,d
20180902,NYN,NL,SFN,NL,d
20180902,SEA,AL,OAK,AL,d
20180902,ARI,NL,LAN,NL,d
20180902,COL,NL,SDN,NL,d
20180902,TBA,AL,CLE,AL,d
20180902,PIT,NL,ATL,NL,n
20180903,SLN,NL,WAS,NL,d
20180903,PHI,NL,MIA,NL,d
20180903,BOS,AL,ATL,NL,d
20180903,CIN,NL,PIT,NL,d
20180903,CHN,NL,MIL,NL,d
20180903,DET,AL,CHA,AL,d
20180903,MIN,AL,HOU,AL,d
20180903,SFN,NL,COL,NL,d
20180903,NYA,AL,OAK,AL,d
20180903,KCA,AL,CLE,AL,d
20180903,TBA,AL,TOR,AL,n
20180903,ANA,AL,TEX,AL,n
20180903,NYN,NL,LAN,NL,n
20180903,SDN,NL,ARI,NL,n
20180903,BAL,AL,SEA,AL,n
20180904,CIN,NL,PIT,NL,n
20180904,SLN,NL,WAS,NL,n
20180904,TBA,AL,TOR,AL,n
20180904,KCA,AL,CLE,AL,n
20180904,PHI,NL,MIA,NL,n
20180904,BOS,AL,ATL,NL,n
20180904,ANA,AL,TEX,AL,n
20180904,CHN,NL,MIL,NL,n
20180904,DET,AL,CHA,AL,n
20180904,MIN,AL,HOU,AL,n
20180904,SFN,NL,COL,NL,n
20180904,SDN,NL,ARI,NL,n
20180904,NYA,AL,OAK,AL,n
20180904,BAL,AL,SEA,AL,n
20180904,NYN,NL,LAN,NL,n
20180905,BOS,AL,ATL,NL,d
20180905,KCA,AL,CLE,AL,d
20180905,CIN,NL,PIT,NL,n
20180905,SLN,NL,WAS,NL,n
20180905,TBA,AL,TOR,AL,n
20180905,PHI,NL,MIA,NL,n
20180905,NYN,NL,LAN,NL,d
20180905,ANA,AL,TEX,AL,n
20180905,CHN,NL,MIL,NL,n
20180905,DET,AL,CHA,AL,n
20180905,MIN,AL,HOU,AL,n
20180905,SFN,NL,COL,NL,n
20180905,NYA,AL,OAK,AL,n
20180905,BAL,AL,SEA,AL,n
20180906,SDN,NL,CIN,NL,n
20180906,CHN,NL,WAS,NL,n
20180906,CLE,AL,TOR,AL,n
20180906,ATL,NL,ARI,NL,n
20180907,SDN,NL,CIN,NL,n
20180907,CHN,NL,WAS,NL,n
20180907,MIA,NL,PIT,NL,n
20180907,CLE,AL,TOR,AL,n
20180907,BAL,AL,TBA,AL,n
20180907,HOU,AL,BOS,AL,n
20180907,PHI,NL,NYN,NL,n
20180907,SLN,NL,DET,AL,n
20180907,ANA,AL,CHA,AL,n
20180907,KCA,AL,MIN,AL,n
20180907,SFN,NL,MIL,NL,n
20180907,LAN,NL,COL,NL,n
20180907,ATL,NL,ARI,NL,n
20180907,TEX,AL,OAK,AL,n
20180907,NYA,AL,SEA,AL,n
20180908,HOU,AL,BOS,AL,d
20180908,TEX,AL,OAK,AL,d
20180908,CLE,AL,TOR,AL,d
20180908,SDN,NL,CIN,NL,d
20180908,BAL,AL,TBA,AL,n
20180908,SLN,NL,DET,AL,n
20180908,CHN,NL,WAS,NL,n
20180908,MIA,NL,PIT,NL,n
20180908,ANA,AL,CHA,AL,n
20180908,KCA,AL,MIN,AL,n
20180908,PHI,NL,NYN,NL,n
20180908,SFN,NL,MIL,NL,n
20180908,ATL,NL,ARI,NL,n
20180908,LAN,NL,COL,NL,n
20180908,NYA,AL,SEA,AL,n
20180909,HOU,AL,BOS,AL,d
20180909,CLE,AL,TOR,AL,d
20180909,BAL,AL,TBA,AL,d
20180909,PHI,NL,NYN,NL,d
20180909,SDN,NL,CIN,NL,d
20180909,SLN,NL,DET,AL,d
20180909,CHN,NL,WAS,NL,d
20180909,MIA,NL,PIT,NL,d
20180909,ANA,AL,CHA,AL,d
20180909,KCA,AL,MIN,AL,d
20180909,SFN,NL,MIL,NL,d
20180909,LAN,NL,COL,NL,d
20180909,TEX,AL,OAK,AL,d
20180909,ATL,NL,ARI,NL,d
20180909,NYA,AL,SEA,AL,d
20180910,HOU,AL,DET,AL,n
20180910,LAN,NL,CIN,NL,n
20180910,WAS,NL,PHI,NL,n
20180910,CLE,AL,TBA,AL,n
20180910,MIA,NL,NYN,NL,n
20180910,MIL,NL,CHN,NL,n
20180910,NYA,AL,MIN,AL,n
20180910,CHA,AL,KCA,AL,n
20180910,PIT,NL,SLN,NL,n
20180910,ARI,NL,COL,NL,n
20180910,TEX,AL,ANA,AL,n
20180910,ATL,NL,SFN,NL,n
20180911,HOU,AL,DET,AL,n
20180911,LAN,NL,CIN,NL,n
20180911,OAK,AL,BAL,AL,n
20180911,WAS,NL,PHI,NL,n
20180911,CLE,AL,TBA,AL,n
20180911,MIA,NL,NYN,NL,n
20180911,TOR,AL,BOS,AL,n
20180911,MIL,NL,CHN,NL,n
20180911,NYA,AL,MIN,AL,n
20180911,CHA,AL,KCA,AL,n
20180911,PIT,NL,SLN,NL,n
20180911,ARI,NL,COL,NL,n
20180911,TEX,AL,ANA,AL,n
20180911,SDN,NL,SEA,AL,n
20180911,ATL,NL,SFN,NL,n
20180912,LAN,NL,CIN,NL,d
20180912,CLE,AL,TBA,AL,d
20180912,HOU,AL,DET,AL,d
20180912,PIT,NL,SLN,NL,d
20180912,ATL,NL,SFN,NL,d
20180912,SDN,NL,SEA,AL,d
20180912,OAK,AL,BAL,AL,n
20180912,WAS,NL,PHI,NL,n
20180912,MIA,NL,NYN,NL,n
20180912,TOR,AL,BOS,AL,n
20180912,MIL,NL,CHN,NL,n
20180912,NYA,AL,MIN,AL,n
20180912,CHA,AL,KCA,AL,n
20180912,ARI,NL,COL,NL,n
20180912,TEX,AL,ANA,AL,n
20180913,ARI,NL,COL,NL,d
20180913,OAK,AL,BAL,AL,n
20180913,MIA,NL,NYN,NL,n
20180913,TOR,AL,BOS,AL,n
20180913,LAN,NL,SLN,NL,n
20180913,MIN,AL,KCA,AL,n
20180913,SEA,AL,ANA,AL,n
20180914,CIN,NL,CHN,NL,d
20180914,CHA,AL,BAL,AL,n
20180914,MIA,NL,PHI,NL,n
20180914,TOR,AL,NYA,AL,n
20180914,DET,AL,CLE,AL,n
20180914,NYN,NL,BOS,AL,n
20180914,OAK,AL,TBA,AL,n
20180914,WAS,NL,ATL,NL,n
20180914,ARI,NL,HOU,AL,n
20180914,PIT,NL,MIL,NL,n
20180914,LAN,NL,SLN,NL,n
20180914,MIN,AL,KCA,AL,n
20180914,SEA,AL,ANA,AL,n
20180914,TEX,AL,SDN,NL,n
20180914,COL,NL,SFN,NL,n
20180915,DET,AL,CLE,AL,d
20180915,LAN,NL,SLN,NL,d
20180915,CIN,NL,CHN,NL,d
20180915,NYN,NL,BOS,AL,d
20180915,TOR,AL,NYA,AL,d
20180915,OAK,AL,TBA,AL,n
20180915,CHA,AL,BAL,AL,n
20180915,MIA,NL,PHI,NL,n
20180915,ARI,NL,HOU,AL,n
20180915,PIT,NL,MIL,NL,n
20180915,WAS,NL,ATL,NL,n
20180915,MIN,AL,KCA,AL,n
20180915,TEX,AL,SDN,NL,n
20180915,COL,NL,SFN,NL,n
20180915,SEA,AL,ANA,AL,n
20180916,NYN,NL,BOS,AL,d
20180916,CHA,AL,BAL,AL,d
20180916,TOR,AL,NYA,AL,d
20180916,DET,AL,CLE,AL,d
20180916,OAK,AL,TBA,AL,d
20180916,MIA,NL,PHI,NL,d
20180916,WAS,NL,ATL,NL,d
20180916,ARI,NL,HOU,AL,d
20180916,PIT,NL,MIL,NL,d
20180916,LAN,NL,SLN,NL,d
20180916,MIN,AL,KCA,AL,d
20180916,CIN,NL,CHN,NL,d
20180916,COL,NL,SFN,NL,d
20180916,SEA,AL,ANA,AL,d
20180916,TEX,AL,SDN,NL,d
20180917,KCA,AL,PIT,NL,n
20180917,NYN,NL,PHI,NL,n
20180917,TOR,AL,BAL,AL,n
20180917,MIN,AL,DET,AL,n
20180917,WAS,NL,MIA,NL,n
20180917,SLN,NL,ATL,NL,n
20180917,CIN,NL,MIL,NL,n
20180917,TBA,AL,TEX,AL,n
20180917,SEA,AL,HOU,AL,n
20180917,CHN,NL,ARI,NL,n
20180917,COL,NL,LAN,NL,n
20180917,SFN,NL,SDN,NL,n
20180918,BOS,AL,NYA,AL,d
20180918,KCA,AL,PIT,NL,n
20180918,NYN,NL,PHI,NL,n
20180918,TOR,AL,BAL,AL,n
20180918,CHA,AL,CLE,AL,n
20180918,MIN,AL,DET,AL,n
20180918,WAS,NL,MIA,NL,n
20180918,SLN,NL,ATL,NL,n
20180918,CIN,NL,MIL,NL,n
20180918,TBA,AL,TEX,AL,n
20180918,SEA,AL,HOU,AL,n
20180918,CHN,NL,ARI,NL,n
20180918,ANA,AL,OAK,AL,n
20180918,COL,NL,LAN,NL,n
20180918,SFN,NL,SDN,NL,n
20180919,SLN,NL,ATL,NL,d
20180919,MIN,AL,DET,AL,d
20180919,TBA,AL,TEX,AL,d
20180919,NYN,NL,PHI,NL,n
20180919,BOS,AL,NYA,AL,n
20180919,KCA,AL,PIT,NL,n
20180919,TOR,AL,BAL,AL,n
20180919,CHA,AL,CLE,AL,n
20180919,CIN,NL,MIL,NL,n
20180919,SEA,AL,HOU,AL,n
20180919,SFN,NL,SDN,NL,n
20180919,CHN,NL,ARI,NL,n
20180919,ANA,AL,OAK,AL,n
20180919,COL,NL,LAN,NL,n
20180920,ANA,AL,OAK,AL,d
20180920,BOS,AL,NYA,AL,n
20180920,NYN,NL,WAS,NL,n
20180920,TBA,AL,TOR,AL,n
20180920,CHA,AL,CLE,AL,n
20180920,CIN,NL,MIA,NL,n
20180920,KCA,AL,DET,AL,n
20180920,PHI,NL,ATL,NL,n
20180921,CHN,NL,CHA,AL,d
20180921,BAL,AL,NYA,AL,n
20180921,MIL,NL,PIT,NL,n
20180921,NYN,NL,WAS,NL,n
20180921,TBA,AL,TOR,AL,n
20180921,BOS,AL,CLE,AL,n
20180921,CIN,NL,MIA,NL,n
20180921,KCA,AL,DET,AL,n
20180921,PHI,NL,ATL,NL,n
20180921,SEA,AL,TEX,AL,n
20180921,ANA,AL,HOU,AL,n
20180921,SFN,NL,SLN,NL,n
20180921,COL,NL,ARI,NL,n
20180921,MIN,AL,OAK,AL,n
20180921,SDN,NL,LAN,NL,n
20180922,BAL,AL,NYA,AL,d
20180922,NYN,NL,WAS,NL,d
20180922,TBA,AL,TOR,AL,d
20180922,KCA,AL,DET,AL,n
20180922,MIL,NL,PIT,NL,n
20180922,ANA,AL,HOU,AL,n
20180922,BOS,AL,CLE,AL,n
20180922,CHN,NL,CHA,AL,n
20180922,CIN,NL,MIA,NL,n
20180922,PHI,NL,ATL,NL,n
20180922,SFN,NL,SLN,NL,n
20180922,SEA,AL,TEX,AL,n
20180922,COL,NL,ARI,NL,n
20180922,MIN,AL,OAK,AL,n
20180922,SDN,NL,LAN,NL,n
20180923,BAL,AL,NYA,AL,d
20180923,TBA,AL,TOR,AL,d
20180923,BOS,AL,CLE,AL,d
20180923,CIN,NL,MIA,NL,d
20180923,KCA,AL,DET,AL,d
20180923,MIL,NL,PIT,NL,d
20180923,NYN,NL,WAS,NL,d
20180923,PHI,NL,ATL,NL,d
20180923,ANA,AL,HOU,AL,d
20180923,CHN,NL,CHA,AL,d
20180923,SFN,NL,SLN,NL,d
20180923,SEA,AL,TEX,AL,d
20180923,MIN,AL,OAK,AL,d
20180923,COL,NL,ARI,NL,d
20180923,SDN,NL,LAN,NL,d
20180924,MIA,NL,WAS,NL,n
20180924,HOU,AL,TOR,AL,n
20180924,BAL,AL,BOS,AL,n
20180924,NYA,AL,TBA,AL,n
20180924,PIT,NL,CHN,NL,n
20180924,CLE,AL,CHA,AL,n
20180924,MIL,NL,SLN,NL,n
20180924,PHI,NL,COL,NL,n
20180924,LAN,NL,ARI,NL,n
20180924,TEX,AL,ANA,AL,n
20180924,OAK,AL,SEA,AL,n
20180924,SDN,NL,SFN,NL,n
20180925,KCA,AL,CIN,NL,n
20180925,MIA,NL,WAS,NL,n
20180925,HOU,AL,TOR,AL,n
20180925,ATL,NL,NYN,NL,n
20180925,BAL,AL,BOS,AL,n
20180925,NYA,AL,TBA,AL,n
20180925,PIT,NL,CHN,NL,n
20180925,CLE,AL,CHA,AL,n
20180925,DET,AL,MIN,AL,n
20180925,MIL,NL,SLN,NL,n
20180925,PHI,NL,COL,NL,n
20180925,LAN,NL,ARI,NL,n
20180925,TEX,AL,ANA,AL,n
20180925,OAK,AL,SEA,AL,n
20180925,SDN,NL,SFN,NL,n
20180926,MIA,NL,WAS,NL,d
20180926,HOU,AL,TOR,AL,d
20180926,KCA,AL,CIN,NL,n
20180926,ATL,NL,NYN,NL,n
20180926,BAL,AL,BOS,AL,n
20180926,NYA,AL,TBA,AL,n
20180926,MIL,NL,SLN,NL,n
20180926,PIT,NL,CHN,NL,n
20180926,CLE,AL,CHA,AL,n
20180926,DET,AL,MIN,AL,n
20180926,PHI,NL,COL,NL,n
20180926,LAN,NL,ARI,NL,n
20180926,TEX,AL,ANA,AL,n
20180926,OAK,AL,SEA,AL,n
20180926,SDN,NL,SFN,NL,n
20180927,NYA,AL,TBA,AL,d
20180927,PHI,NL,COL,NL,d
20180927,HOU,AL,BAL,AL,n
20180927,ATL,NL,NYN,NL,n
20180927,PIT,NL,CHN,NL,n
20180927,DET,AL,MIN,AL,n
20180927,CLE,AL,KCA,AL,n
20180927,TEX,AL,SEA,AL,n
20180928,SLN,NL,CHN,NL,d
20180928,PIT,NL,CIN,NL,n
20180928,ATL,NL,PHI,NL,n
20180928,HOU,AL,BAL,AL,n
20180928,MIA,NL,NYN,NL,n
20180928,NYA,AL,BOS,AL,n
20180928,TOR,AL,TBA,AL,n
20180928,CHA,AL,MIN,AL,n
20180928,DET,AL,MIL,NL,n
20180928,WAS,NL,COL,NL,n
20180928,CLE,AL,KCA,AL,n
20180928,OAK,AL,ANA,AL,n
20180928,ARI,NL,SDN,NL,n
